symbol	globalScore
MEIOB	0.793420560665545
NCKAP5	0.7930026793700435
PPFIBP2	0.7920219547713244
VGLL3	0.7909739182927507
POU1F1	0.7896746297943297
MYOCD	0.7888219920977232
WDPCP	0.7885958745498325
ACTL9	0.7882934859566884
CFAP44	0.7880919659477746
PMFBP1	0.787804229012881
FSIP2	0.7876842955966036
MSMB	0.7869447824919067
FGF10	0.7859172427525493
DNAH2	0.7846837459355951
ZMYND15	0.784309051809479
EXPH5	0.7823992835766385
ZDHHC7	0.7822234031467654
TEX14	0.7820992932255585
GCNA	0.7815285385573624
ZNF652	0.7803048916190191
MOV10L1	0.7800444920038172
AK9	0.7789113344398895
TBX3	0.7783346904731796
MPHOSPH6	0.7769537875571648
SPEF2	0.7751577354102457
MXI1	0.7743822499976829
MSH5	0.7732745524075433
MDH1	0.7727727815616989
WNT7B	0.7725955182459927
ZNF462	0.7725509123530021
ZSWIM7	0.7720721129667588
TERB1	0.7719505268072364
C14orf39	0.7710273288679372
DMRT1	0.7696143435652021
MDM4	0.7693968542895332
TDRD9	0.7688506953165779
CFAP47	0.7682449987976986
TBPL1	0.7658315441050968
IRS2	0.7655201957394816
STAG3	0.7650614674840279
SERPINA3	0.7636970407592185
FSHB	0.7636368450067268
SLC39A8	0.7632252763104832
RSPO2	0.7631436927567417
TTC29	0.7624932539263225
STK39	0.7619429051529323
GRHL1	0.7615283112370342
PNLDC1	0.7603223922566262
KLF7	0.7597753390428336
LHX3	0.7588738325205825
DRC1	0.7588584269118959
CFAP91	0.7587219526512076
C10orf53	0.758019390217198
NEDD9	0.7577827154966161
OSBPL7	0.7576754617310709
PAX8	0.7568613451471949
JADE2	0.7558552923824273
TAX1BP1	0.7557595397962628
FBXO43	0.7555409865821456
ADAMTSL1	0.7549881694275974
BAK1	0.7538913932762189
CFAP65	0.7520346130095856
USP26	0.7509404384417788
ZBTB38	0.7499922609136987
TUBA1C	0.7496719621781507
SHH	0.7495120850008887
TNFRSF6B	0.7493954414576873
PROKR2	0.747754881062294
LZTR1	0.747754881062294
SNTB1	0.7467247294927698
GMDS	0.7460735191165271
TTC6	0.7459890807362879
ADCY8	0.745166824816916
TEKT3	0.7447152270742359
KCNU1	0.7447152270742359
NUF2	0.7441042154297985
MAML3	0.742934089881112
FGFR3	0.7424032457533217
SOHLH1	0.7412438181523637
CFAP69	0.7410686240694018
CTBP2	0.7409786950667404
RAB29	0.7403407560258587
WDR19	0.739966303378671
SLC25A37	0.7378551516409703
KLHL10	0.7370376273055131
SERPINA1	0.7369688346587305
CATSPER1	0.7368430378918736
PKNOX2	0.7357072274200273
ZNF827	0.7351802284746686
DAZL	0.7350026413618315
ZFHX3	0.7333686359976703
RUVBL1	0.7327563568942337
IQCN	0.7325566111220034
FAHD1	0.7325566111220034
PHF14	0.7321135374483606
ZFP36L2	0.7311542194570483
PAX9	0.7298570587789835
EFHD1	0.7287929797101618
TCF4	0.728787920454398
HDGF	0.7279097927629021
TP53	0.7275657606928616
C9orf152	0.7269857427411875
PRKCI	0.726509607304833
RNASEL	0.7247266155947575
PPAT	0.7243201814101407
MYEOV	0.7240752613023357
SUGCT	0.7237062164504294
PXDN	0.7236082504780793
STRC	0.7229646609232551
TTC28	0.7228688124409073
CFAP61	0.7223034151488351
E2F1	0.7200589672757317
B3GAT1	0.7194438725322003
C11orf65	0.7192401260810478
SMAD2	0.719106206607276
PROK2	0.7173583411817129
SSX1	0.7173583411817128
ARMC12	0.7173583411817128
FMN1	0.7166819560866864
CCND1	0.7151423361362509
ADGB	0.7151177083363637
XRCC2	0.7147905704879106
FBRSL1	0.7131218116273988
M1AP	0.7131151642892655
KLF4	0.7122976647344814
FOXF1	0.7100616849201798
CDKN2B	0.7091532650044817
CASP8	0.7082169575184896
IGF1R	0.7082123696387603
STK11	0.7082037754794813
SEPTIN12	0.7069166864183388
GATA5	0.7068877047185248
HENMT1	0.7055374645614869
MCMDC2	0.7051997252294805
NEK6	0.7040045615446788
TECPR1	0.7025532244012878
PNPLA6	0.7008766617797978
IRX3	0.6992118610462691
SP8	0.6982540070965841
PHC3	0.6977433805137323
SHROOM2	0.6977190608552027
SNX20	0.6975693223350133
TNFSF15	0.6967595282475301
SLC2A12	0.6962371829730304
ADNP	0.6961361254861341
FAM111A	0.6953848702726073
ADAMTS18	0.6953743345730192
INSL3	0.6930664305838513
RNLS	0.6930012200211533
CERS2	0.6928636307259756
TMEM30B	0.6926573900257426
RNF43	0.6918407453151656
MOB2	0.6915248099399204
TASOR2	0.6907446828496245
GSDMC	0.6901482003673272
LDAH	0.688874521190838
VPS13B	0.6882621624228078
CHMP2B	0.6866825266877197
LRRC23	0.6839221473130737
BCORL1	0.6839221473130737
FOXP3	0.6839221473130737
ADAM12	0.6833492731289695
SUPT4H1	0.6833170829206032
TOR1A	0.6827266627025339
ZBTB20	0.6822499313633289
BCL2	0.6817251423761969
ARHGAP35	0.6811633445796264
EHBP1	0.6806779394120162
BBX	0.6804365985899739
LACC1	0.6803970797910938
LPAR3	0.6799772428641008
MME	0.6798002455353565
SH3RF1	0.6787620723120573
PRKG1	0.677569056748174
RGMB	0.6760004068879644
SPAG17	0.6754852540486588
HAAO	0.6754834906330276
TERB2	0.6746791178391827
DNAJC1	0.6745620996785959
UBE2E2	0.674312611867411
NOL10	0.6741465095395346
MBNL1	0.6727334405944994
JAZF1	0.6721711188199967
MAP3K1	0.6720981425274928
NOD2	0.6718415775129719
PITPNB	0.6715931311778082
SP3	0.6701794728779816
ZBTB7B	0.6698401004438362
OPRM1	0.669758251303987
GTSF1	0.6687238773727833
AKAP3	0.668723877372783
GGN	0.668723877372783
SALL3	0.6685400967900534
RASSF3	0.668159918913136
TFAP4	0.66807664482396
RXFP2	0.6674832022756167
PPP2R3C	0.6666812298928082
KDSR	0.6662550242440207
SIPA1L3	0.6657388498744123
SOX9	0.6654935801494529
CDH11	0.6654894749693515
STXBP1	0.6644854664116742
EYS	0.664441980163873
SLC22A2	0.661977521094982
PTPN20	0.6619457226605027
ZFP42	0.6612118018131111
DZIP1	0.6609899185722818
TRIB1	0.6594195481934927
LAMA2	0.6590961650133791
ETV3	0.6587079557054106
AFM	0.6566185822321186
ANKRD11	0.6565652614205508
POLR3A	0.6551088422720374
OSBPL5	0.6541374396096794
PDHA2	0.6539470303956607
ITGB8	0.6530388180182629
RTEL1	0.651722585402177
PPP1R7	0.6516624765334584
AKR1C1	0.6504421041420947
DMC1	0.6503812492707418
CDK1	0.650308503856398
TDRD12	0.6500114641461626
USP9Y	0.6495512943063039
IKZF2	0.6493079453460284
CCDC34	0.648273024233109
CDKN2A	0.6479794992580714
ISL1	0.6479336966745209
AK7	0.6477872437545246
ZNF236	0.647622076413768
RIPK2	0.6467990061325688
POLI	0.6459450400102651
HTR3B	0.6450074023054242
NKX6-2	0.6443231603274902
MYCN	0.6440685928200284
SP140	0.6434796431995649
TLR1	0.643393427472299
LMTK2	0.6422254708259766
RCCD1	0.6420681889743068
SSR3	0.6418659858296747
ESR1	0.6409179474041926
DIS3L	0.6404479861773315
GREM2	0.6395593486938256
FAF1	0.6390197803436839
FAM83F	0.6375761621214106
ADAMTS9	0.6368511525082938
CEP112	0.6367144598658856
ADARB2	0.6366535273817991
ANXA13	0.6360515560918055
GDNF	0.6347167490063141
MARCHF8	0.6345470843778895
UQCC1	0.6318226718617775
LRATD1	0.6315270467147445
EMSY	0.631516809521481
FAM118A	0.6315111790889734
IQGAP2	0.6292580431644806
TPD52	0.629056818854484
SLC6A18	0.6288259801304217
CLCNKB	0.628074132271794
ACP3	0.6276330893777025
DIPK1A	0.6274985469690256
PNPLA3	0.6270735407984437
COL23A1	0.6255823898899284
HS3ST4	0.6255338073698982
NIBAN2	0.6251444081132982
DDX3Y	0.6231290675519116
IFT74	0.623114239971482
ENSG00000288529	0.6228193302588113
COMMD7	0.6225370626661298
BTC	0.6218267039206644
WTAP	0.6216586811059583
KLF12	0.6214591475979115
GPAT2	0.621116141133153
PEX14	0.6198975544005965
SETMAR	0.6195910279708262
MOB3B	0.6182429949281124
FAM111B	0.6180310461302556
BMPR1B	0.615673337460024
SNRPC	0.6155918199688306
RNF212	0.6154961586485657
SREBF1	0.6145954701886911
SPDEF	0.6137820578129802
NYAP2	0.6135244127465612
ZBTB42	0.612881889403481
TNFSF10	0.6122713755945415
MYO6	0.6119188516715482
MNS1	0.6112550459102539
FAM204A	0.611007109967195
RBMS3	0.6109895176323141
MIPOL1	0.6091411852463605
MAST2	0.6089253802763773
TSPY1	0.607930797611621
AKAP4	0.607930797611621
PICK1	0.607930797611621
CFAP45	0.607930797611621
FOXA2	0.607930797611621
CNBP	0.6079307976116209
CATSPERT	0.6054990744211746
SPINK2	0.6054990744211746
CATIP	0.6052618331343017
RPL10L	0.6052618331343017
UBAP2	0.6050457384958182
NUDT11	0.6041061281409263
ODAD2	0.6034395195743756
TAF4B	0.6029680972229547
SYCE1	0.6029680972229547
KLF6	0.6017798859336998
PPP4R3A	0.601590083482795
RFWD3	0.6012366555082528
FARP2	0.6010397671417553
PIM1	0.599937648341104
PDK1	0.5960685189508448
RAB3GAP1	0.5957721816593886
SPOCD1	0.5957721816593886
TSGA10	0.5957721816593886
CT55	0.5957721816593886
REC8	0.5957721816593886
ZPBP	0.5946123353680104
MECOM	0.5935958325121851
EVPL	0.5908557426001616
PCDH15	0.5907700768472509
AKR1C2	0.5905701796895287
SLC25A21	0.590197298724965
PTPRD	0.5901318388552265
HS3ST5	0.5893445411043716
TSEN15	0.5890439449909916
SESN1	0.5889860776405168
BARX2	0.5885637214555475
CACNA2D4	0.5870482907233981
NKAIN2	0.5867281478228971
MTHFSD	0.5852430041804978
GPC5	0.5840813076631864
DNMT3B	0.5826767291239091
OGFRL1	0.5803589525916687
PPA2	0.5802607704933955
FERMT2	0.5801601657455631
GLI2	0.5799798363525828
SNX31	0.5798102384266824
CDH13	0.5790324253177536
CDCA7L	0.5787750579637235
MAP3K21	0.57712988948905
NCOA2	0.5754280705204211
KDELR3	0.5753465664397616
PTPRS	0.5747630319730894
BRDT	0.5741844349686902
OTX2	0.5738866729453702
LCLAT1	0.5732186025244966
AKAP6	0.5731201099081258
FOXP1	0.5725000988965179
DAP3	0.5724578331852517
KCNH8	0.5721063436526466
TXN	0.5717124829316572
CTNNA3	0.5713731990061358
SEL1L2	0.5706564583148213
SORCS1	0.5705313779008834
SPTLC3	0.5704336688771836
RAPGEF5	0.5703997702285662
CCDC88C	0.5697373847170661
DNAJB8	0.5696694977112595
CDC42EP3	0.5695242484350163
ZFP36L1	0.5683871306150325
HNMT	0.5679216111863323
NCK1	0.5676598957636365
LPA	0.5672953474918306
KCNN3	0.5672228029272093
PDSS2	0.5670862425162986
BBS9	0.566795180868656
DKK2	0.5667747712237092
HOXD13	0.5661137268299027
SP4	0.566027196135625
SLC39A13	0.5660165052340601
ZCCHC9	0.5658260635738507
BRCA1	0.5654269781572725
HIBADH	0.5643254538738272
NBN	0.5636869451187754
IGFBP3	0.5633859548638177
ENSG00000293584	0.5631012876722375
ATP2B1	0.5629815991067729
EFCAB12	0.562622237364093
SOWAHB	0.5625649580986699
SNRK	0.5617690680050578
ADGRG3	0.5614459270737129
LIPJ	0.5610853431487812
CFAP70	0.5601859886284645
POU3F2	0.5596268338456131
RAD21L1	0.5592963338026914
ANOS1	0.5592963338026914
ADAD2	0.5592963338026914
SPRED1	0.5592963338026914
PLOD1	0.5592963338026914
PAH	0.5592963338026914
CENPE	0.5587683157295373
APBB2	0.5583020056139957
ARHGEF5	0.5577413699697596
NOSTRIN	0.5573278504524366
SCUBE2	0.5566706834382261
SMAD6	0.5554354788298373
CACNA1C	0.5545578458308104
TMEM44	0.5541730429466348
ENTREP1	0.554035782875515
RFC5	0.5533398801126173
MMD	0.5525609255854623
PRPH	0.5525451604021725
CDKN2C	0.5525446261533252
CA10	0.5523636595276016
PPL	0.5523095825744238
ZNF716	0.5499650551848697
ESR2	0.5488730256344996
FOXC1	0.5484848491199308
ZC3HC1	0.5483561220181928
REDIC1	0.547137717850459
DNAH5	0.547137717850459
TUBA1A	0.547137717850459
WDFY3	0.547137717850459
STK33	0.547137717850459
DYRK1A	0.547137717850459
HFM1	0.547137717850459
MORC4	0.547137717850459
SPACA1	0.547137717850459
L3MBTL2	0.547137717850459
MAEL	0.547137717850459
BNC1	0.547137717850459
MIR4321	0.547137717850459
ROS1	0.547137717850459
ACR	0.547137717850459
KIF3B	0.547137717850459
GATA4	0.547137717850459
PDCL2	0.547137717850459
WT1	0.547137717850459
MFSD2A	0.547137717850459
CLDN2	0.547137717850459
TDRKH	0.547137717850459
MCM8	0.547137717850459
DDX25	0.547137717850459
DNALI1	0.547137717850459
TLR6	0.547137717850459
ALOX5	0.546985581697743
MYO3B	0.5452658589954117
GDF5	0.5452006783081267
SUFU	0.5451915536804702
RHOD	0.5448251266181597
AOX1	0.544462726331389
GABRB2	0.544428701197603
HPGDS	0.5440767510540948
COX6C	0.5438156913364948
DNAH6	0.5437683880724065
RALYL	0.5424089344699843
KIAA1217	0.5424089344699843
CORO2B	0.5416977131497831
KANK1	0.5406274161498664
INSM1	0.5406274161498664
RND3	0.5406274161498664
SPATA16	0.5393021653479091
CYP2J2	0.5392251612119778
ARHGAP6	0.538574420588721
AHNAK2	0.5373563651625037
WNT2	0.5367106709616046
SLC22A1	0.5366980053619342
GPR160	0.5366902714040924
TBC1D2	0.5364315740745027
TCF12	0.5363501611802253
STARD4	0.5362377663542838
HAS2	0.5361956379447972
PHB1	0.5360637684909247
CEACAM21	0.5360345973236869
C1orf141	0.5360115711708052
ROCK1	0.5349455449270907
SYNE2	0.5349135000135299
PGCKA1	0.5345645705498816
WASF3	0.5343705781429053
ALDH4A1	0.5343003786572846
UCK2	0.5338012535279142
TRIM71	0.5337420282051615
NPY	0.5324922566865687
CCDC62	0.5323116504393184
GDI2	0.530551175345549
ENTHD1	0.5294174073392766
MCL1	0.5293695509078316
SLC4A10	0.5292305544580099
ANKRD55	0.5288837746910365
SIGLEC5	0.5280245056896292
KCNK2	0.5279837634001716
TUSC1	0.5279837634001716
AXDND1	0.5279000854993712
SLC68A1	0.5278578183808003
CFAP418	0.5278452169688288
PIK3C3	0.5276743122366649
CHRM3	0.5275302036561889
ENSA	0.527476839461572
NWD2	0.5270755568472288
ILRUN	0.5264682502473598
KL	0.5263079802668351
ANGPTL2	0.5262153260952792
GLP1R	0.5262153260952792
PTGIS	0.5262153260952792
CDK5RAP3	0.5259560429804698
CKMT2	0.5248227958594991
ARID2	0.5238109195432316
GNG12	0.5237484133070431
LRRTM3	0.5233558016727814
RESF1	0.5231624852843378
NUDT18	0.5231593418547789
HGF	0.523021746605291
DNAJC10	0.5229608709665684
RALB	0.5228851664400185
ADRA1D	0.5226753352325598
CSMD3	0.5226022482305934
PYROXD2	0.5225079634615719
IRX2	0.5220619044659316
ADO	0.5218446726479898
NSMAF	0.521826844782364
FRMD3	0.5217438654891051
ZNRF3	0.5217013480967723
ADCYAP1	0.5216771196995057
STAC	0.5213740459838652
CHD9	0.5212348654312856
NIM1K	0.5208062276584465
TRAM1	0.5206945941376223
TLE3	0.5203598863278748
PACRG	0.5201976605010495
PIK3C2B	0.519904967592193
HAUS6	0.5198149543413879
SLC35G2	0.5196375950626558
RPS6KL1	0.5194797990256127
FOXA1	0.5191488705101547
TAS1R2	0.5191070387831376
C6	0.5189030748197142
SVEP1	0.5185408647693146
TBXAS1	0.5185408647693146
MYRIP	0.5180426991257677
ADAM2	0.5174861218574466
MSX1	0.5173520142747605
CAPN8	0.5173520142747605
MLLT10	0.5164059053896131
LMCD1	0.5147443990429769
NR4A2	0.5144389700198858
ACKR3	0.5144389700198858
KCNQ3	0.5133265166653173
RAI1	0.5125166163927231
SLC9A2	0.5123925707665056
YEATS2	0.5123100800863069
CHRNA7	0.5117551515332011
IL6ST	0.5115352903768458
KIRREL3	0.5112817800300089
MYNN	0.5112536058171216
TMPRSS5	0.5098841053598784
NDUFS4	0.5093132774749396
NSUN4	0.508655494457242
MST1	0.5086465058943987
GRB10	0.5083624217393916
TRAT1	0.5081434868529856
MSH6	0.50795995533771
FBXO11	0.50795995533771
KLB	0.50795995533771
WASHC2C	0.5077697833866254
COX18	0.507583582376418
RPS3A	0.5073589565883851
SAMD12	0.5073505816586233
ERC1	0.5073089515994345
CATSPERB	0.5072604646967244
ATP11B	0.5072137926489937
PSD4	0.5071029099397276
C13orf42	0.5066895736814935
SRSF10	0.5066529758272614
MED4	0.5065895319975302
BCAT1	0.506426866312006
CSMD2	0.5054525888556369
CHD7	0.5052781250365023
BOD1L2	0.5049562445491977
ST3GAL1	0.5038748001005566
ZHX2	0.5037424697080617
GAS7	0.5034086897887955
OR9G1	0.5025114394416644
BMP3	0.5021349163690652
RIPOR3	0.501761147194408
SLIT3	0.5015931956554321
HOXD11	0.501399588816815
SUDS3	0.5008723628690576
HRH2	0.5005534180047502
CCND2	0.4999214323977925
ADGRA1	0.49933101343790015
LRCH3	0.49932873060144806
SEPTIN4	0.4992117401904956
LPCAT1	0.49915932964250265
BAZ2B	0.4984901324425446
SLCO2A1	0.4984393665081098
PNISR	0.4982348533504012
PLD5	0.49814166470523163
HEATR3	0.49798374134067036
EVI5	0.49762548095968784
HDLBP	0.49741211540141517
PTPRK	0.4973132758982389
ARL14EP	0.49670712846695786
RBFOX1	0.49665585161827475
NUCKS1	0.49624887357861897
KDM2A	0.4957585426086384
WSB2	0.49483122346547675
PIK3R3	0.49408430950288335
ANKMY1	0.49402939754414543
MTMR7	0.49371255433879385
TTC38	0.49371255433879385
TBL1XR1	0.4926857127613403
HNF1A	0.49248949753295757
CNTNAP4	0.4922185284696434
ZFP64	0.4919913882557429
RIOK2	0.4914823861848401
IL1RL1	0.4914438859668979
MAPK4	0.4906182691755971
KCNJ6	0.4891047123723565
HECW1	0.4890366892814088
HMGA1	0.48880284972505617
LHX4	0.4887763612797433
SOCS7	0.48852073200773527
UBE2Z	0.48832400852614866
CSMD1	0.4880634128307063
SNX9	0.487857549900651
DGKB	0.48771405235386256
CCNE1	0.4876218017425978
ZBTB8OS	0.48734115780098664
GLI3	0.48696717121333405
RRH	0.4865706319906626
TACC1	0.4863858450990322
PLD6	0.48634463808929684
TUBB3	0.48634463808929684
CDK16	0.48634463808929684
NXT2	0.48634463808929684
MPRIP	0.48634463808929684
ARHGAP5	0.48634463808929684
SEMA3A	0.48634463808929684
TMEM200A	0.48552065008368683
SMYD3	0.4854792329080559
LAMC1	0.4854766390502353
RAI2	0.4854242274202101
GPAT3	0.4853020050812747
EIF2S3	0.48511008375955184
LRRK2	0.4847322772255695
NLRP5	0.4845811360594009
IGFN1	0.4845811360594009
MTIF2	0.48446724788529066
SPICE1	0.48406463223361385
GGCX	0.48342014521883747
SIX4	0.4830217982440291
ZNF341	0.4826946198832605
RPL5	0.4819890921212371
KLHL3	0.481851624608175
CLSTN2	0.48171414712405974
PLEKHM3	0.48150014026555027
FN1	0.4811978999663923
ASH1L	0.4811366186913865
TNFRSF19	0.4799552759909666
CEP68	0.4795485687475006
NCEH1	0.4795075048679873
LFNG	0.47880222616966134
MGAT5	0.47873162683537196
RPA1	0.47856176739670697
MAP3K8	0.4780810672637936
SHROOM3	0.4779666496487778
SMIM38	0.4774572633848705
TMCC1	0.477288016875799
BCL2L1	0.47656881493852565
SIX1	0.4764547806488533
SLC20A1	0.4764483590801782
ACAT2	0.47627638664323657
UBE2R2	0.47625661307536277
N4BP2	0.47615884650012813
ST3GAL5	0.47604173336658556
GPR161	0.47604173336658556
TNKS	0.475751813137169
IP6K2	0.4754902653036571
DYNLL2	0.47529107876433674
LARP4B	0.47481236173351066
DENND4B	0.474528682819963
GTPBP1	0.47427888941361745
HCK	0.4739239858490228
ASAP1	0.47366179066768793
DPP10	0.4735459771209547
AGBL4	0.4721405651651948
VAMP8	0.47122702442671666
GALNTL5	0.4711463681490063
PIK3CD	0.4703755883504798
SRD5A2	0.4701375573559745
HBS1L	0.4701079517150495
ABHD12	0.46942408490538295
NTM	0.46938251825831767
TPST2	0.46923706726583064
PRKN	0.46918319315444823
TSHZ2	0.4685234494407553
LTO1	0.4685077525417356
MMP14	0.4680348413250053
EXOC4	0.4676441450942007
CTSB	0.4670536627221847
RBBP8NL	0.46684268331447315
CHSY1	0.46672399215010224
LMX1A	0.4664055394846594
DLG2	0.46634344693708735
CCDC88B	0.466334931594766
CLDN11	0.46515775653236624
ZFPM1	0.46493261777419115
MEGF11	0.4648522474368776
AP3S2	0.4646856003758744
BMP8A	0.4645795435990373
PRR12	0.464230549094445
HSPB7	0.46420351423511513
DNAH11	0.46360225568488167
PPP4R3B	0.4631798342049703
TRMT9B	0.4630015555487112
CYRIB	0.461535539720473
CEMIP2	0.46124572819755416
RPRD2	0.4595484689883974
HMGCS1	0.4589270185382994
MYO16	0.4581169464024938
AOPEP	0.45798580150845813
HABP2	0.4579382363764562
IL1RN	0.4579237816574192
HPSE2	0.4577037806178758
SDHB	0.457086472652829
MCM3AP	0.4569489861098389
PCCA	0.45607604575653105
SOX13	0.45593339666144095
CLCNKA	0.455664908723283
KRT8	0.45552869981964245
SEPTIN7	0.4553842376050474
TTLL1	0.45488977871599423
HORMAD1	0.45442264713908526
HSPB8	0.4544047920605994
TMC8	0.4542435078534837
PTPRN2	0.4539405428443409
BLTP3A	0.45393801148269103
CTNNA2	0.4537887931029626
VPS54	0.4537036479050819
SH3D19	0.4536279708984622
GCKR	0.4531364834070981
HPCAL1	0.4528150320024578
SIAH2	0.452310525146544
PRDM16	0.45211999889154186
DAGLA	0.4520650296391953
H2AJ	0.4519859031357202
WASHC3	0.4519742471318294
DUSP4	0.45153903513223237
XKR9	0.45150483140021314
MALT1	0.45140677556000763
BHLHA15	0.45104013522331193
CEP57L1	0.4510380605606066
ARHGEF26	0.44894427444380397
GREB1L	0.4487741993233952
ALPP	0.44868769993256274
SLC5A11	0.44865316750178735
NT5DC3	0.44846249630478824
SKAP1	0.44743875720071424
GLIS3	0.4473159326378469
FARS2	0.44710065753686407
SKIC8	0.446786459522957
PAPPA2	0.4460462407444892
CBR3	0.44584473513321743
ZBTB32	0.4454785029424022
UBE3A	0.44463983935829177
MSGN1	0.44456888745133655
TMEM132D	0.4441987738157551
SAMSN1	0.44408216797920186
TENM2	0.4440238650609253
ABCC8	0.4433480260388986
CBY1	0.4433032140604461
RAD23B	0.44327054818634715
ANLN	0.44318320147856516
ZWILCH	0.44305542339659404
TAF1B	0.44262929544595353
RREB1	0.4421692959743402
FAM227A	0.4421344145579618
ANKRD17	0.44202178540137077
THSD7A	0.44181477917337286
ATF7IP	0.44132832677235845
KIF26A	0.4407916947642468
CDNF	0.4407916947642468
PARG	0.4407916947642468
MAB21L4	0.4407916947642468
ZNF879	0.4407916947642468
EFCAB13	0.4401841341484954
CNGB1	0.44003690931508466
ELFN1	0.43973789859145085
GALNTL6	0.43972470425363575
SMARCA2	0.43972470425363575
ZNF572	0.43968905670053476
C7	0.4395092672252657
GEN1	0.4385053031126928
GABRG3	0.43804203637544364
GLT6D1	0.43779280861167325
NPAS2	0.4377101742803672
KIF7	0.4377101742803672
ACTRT1	0.4377101742803672
KMT2D	0.4377101742803672
DCAF12L1	0.4377101742803672
NXF3	0.4377101742803672
TBC1D25	0.4377101742803672
PIWIL1	0.4377101742803672
SOS1	0.4377101742803672
ASZ1	0.4377101742803672
FGF8	0.4377101742803672
LEO1	0.4377101742803672
TGIF2LY	0.4377101742803672
MRAS	0.4377101742803672
GLUD2	0.4377101742803672
NIPBL	0.4377101742803672
SPRTN	0.4377101742803672
CHEK1	0.4377101742803672
ESX1	0.4377101742803672
HUWE1	0.4377101742803672
C1orf146	0.4377101742803672
NF1	0.4377101742803672
NSMF	0.4377101742803672
KAT6B	0.4377101742803672
SOS2	0.4377101742803672
ATRX	0.4377101742803672
ARID1B	0.4377101742803672
TP63	0.4377101742803672
RBM5	0.4377101742803672
ATP13A4	0.43750712793566776
GRHL2	0.4367862226782947
PECR	0.4365241675477935
INTU	0.4365241675477935
RNF19B	0.43636389793465646
SH3TC2	0.43636103533021653
CCNH	0.435930704805965
TAF8	0.4358031173484235
AKAP13	0.43565023977713135
NSD2	0.43546386928094827
PIPOX	0.4353998796540097
CDH3	0.4353295012556115
SLA	0.43523508966234253
SDC3	0.43447976068069183
PTPRF	0.4343182952960799
