multiplex	node	score
1	HNF4A	0.0001998612067720744
1	CSF2	0.00019671277055135513
1	MXI1	0.00019446914632063991
1	STAT5A	0.0001939690295707877
1	S1PR1	0.0001934987323430683
1	EBF1	0.00019310652414185475
1	SMAD4	0.00019272579833201715
1	GRK2	0.00019237869648019778
1	JUNB	0.00019135281370856168
1	NRG1	0.0001909377709290603
1	UBE2D1	0.00019071386421381348
1	CDC42	0.00019053126921911978
1	ERBB4	0.00018797697778975736
1	VTN	0.00018786194961215746
1	UBE2D3	0.0001871360906448907
1	SHC1	0.0001869579048158077
1	AKT1	0.00018666686163981702
1	DUSP6	0.00018492671317676477
1	DUSP4	0.00018492671317676477
1	STAT2	0.0001839549032414128
1	IL2RB	0.0001835771252802646
1	PAK1	0.00018316881054348193
1	F2	0.00018304406540526418
1	CRIPTO	0.00018211258334461844
1	SIX5	0.00018178340049701658
1	NCK1	0.00017997011529517063
1	PRKCQ	0.00017812479199307758
1	NCSTN	0.00017760349603933472
1	PSENEN	0.00017760349603933472
1	APH1B	0.00017760349603933472
1	PSEN1	0.00017760114752938028
1	KAT2A	0.0001761470945093453
1	HEY1	0.00017513358681071068
1	RALA	0.00017502106397472396
1	APH1A	0.00017438915352651355
1	MAP3K1	0.00017409903360647187
1	ELF1	0.0001739848922038123
1	RALB	0.00017268784776881365
1	MEF2C	0.00017237200732513899
1	GNAZ	0.0001723167190805196
1	PSEN2	0.00017194862839317983
1	MAP2K3	0.00017145743082437853
1	CTCFL	0.0001707309174569285
1	CD40	0.00017059297227109578
1	CCNA2	0.0001703596676369269
1	MAP2K6	0.00016943303221759662
1	NCK2	0.00016844699332426314
1	CD40LG	0.00016827821602546578
1	IL2RA	0.00016813157379126878
1	TEK	0.00016812079954893128
1	EPOR	0.0001680520570846559
1	MAP3K3	0.00016792818619001306
1	MAP3K12	0.0001653424161159204
1	RPS6KA2	0.00016500413044491887
1	IL1A	0.00016492132562886272
1	GNAO1	0.0001645884784284104
1	PAK3	0.00016427221212713934
1	EPO	0.00016286285050597386
1	IL4R	0.0001627855593185338
1	IL4	0.0001619580889903107
1	S1PR2	0.00016171767832169102
1	CTBP2	0.0001613112385399301
1	USP4	0.00016094503830108755
1	IRF1	0.0001606938532432051
1	PTPN11	0.0001605686477555565
1	CCM2	0.00016009062391867586
1	TLR2	0.00015960792382304078
1	TLR9	0.00015923383973054462
1	TLR7	0.00015923383973054462
1	TLR3	0.00015878768674342758
1	TLR6	0.00015878768674342758
1	CDK2	0.0001586956860171325
1	TOLLIP	0.00015851497955332163
1	ZBTB33	0.0001571954067977973
1	KITLG	0.0001569212630123458
1	KIT	0.0001569212630123458
1	F2RL3	0.00015466119714746077
1	TAF7	0.0001545023353005497
1	ERCC4	0.00015203675637229225
1	ERCC1	0.00015203675637229225
1	PPARG	0.00015068174902869083
1	ANGPT2	0.00015032330612544303
1	PRKCB	0.00014745297777809334
1	PIK3CA	0.0001464183272508712
1	FOSL1	0.0001459501093972051
1	SUPT5H	0.0001389997816875028
1	SUPT4H1	0.0001389997816875028
1	EGF	0.00013554308024911477
1	STAT6	0.00013423008484737752
1	RHOA	0.0001337704979182035
1	KPNB1	0.00013000928416343575
1	KPNA2	0.00012983268742297287
1	LPAR2	0.0001293469453166241
1	FLJ00404	0.00012918735877587523
1	NGF	0.00012866771636284148
1	UBE2L6	0.00012847371927272443
1	CSK	0.00012834529470218155
1	S1PR3	0.0001272617592088676
1	PRDM1	0.00012645157278713665
1	HERC5	0.0001264249606464966
1	ARIH1	0.0001264249606464966
1	EGFR	0.0001263958500373664
1	PPM1A	0.00012524399391509116
1	CXCL12	0.00012389753333754688
1	ELK4	0.00012318011414617612
1	CALM3	0.00012252452429692656
1	PPP2R5D	0.00012174464125388588
1	DUSP7	0.00012159755798230912
1	USP18	0.00012137664452000315
1	PKMYT1	0.00011962314270893549
1	ISG15	0.00011856608065764853
1	DUSP2	0.0001182346782696
1	KRAS	0.00011633938209578291
1	CD14	0.0001161274696618853
1	PDPK1	0.00011564533235157487
1	IFNGR1	0.00011558086590203634
1	PAXIP1	0.00011495428948524811
1	KDM6A	0.00011495428948524811
1	PAGR1	0.00011495428948524811
1	RBBP5	0.00011437165300359009
1	KMT2D	0.00011437165300359009
1	WDR5	0.00011437165300359009
1	DPY30	0.00011437165300359009
1	KMT2C	0.00011437165300359009
1	TXN	0.00011430542353122995
1	LPAR3	0.00011380895426992037
1	NUP214	0.00011150555060953524
1	NUP153	0.00011131891597401341
1	CEBPE	0.00011103773597891186
1	IFNG	0.00011062195918290515
1	CCNT1	0.0001100637384358861
1	CDK9	0.0001100637384358861
1	CCNK	0.0001100637384358861
1	IHH	0.00010888769678432138
1	NTRK1	0.0001083219363179146
1	IRF3	0.0001082353613436776
1	CUL5	0.00010815791170745182
1	NCOA6	0.00010770106355006132
1	ARF6	0.00010751179780115602
1	SMC3	0.00010498752141828457
1	IGF1R	0.00010487128234460851
1	GH1	0.00010477683241051069
1	IGF1	0.00010407994741318976
1	BTK	0.00010387087993631258
1	GATA1	0.00010369441908240691
1	CDC25B	0.00010367950468708975
1	GH2	0.00010311756503708522
1	RAP1A	0.00010274820791142533
1	CCNC	0.00010250239113670992
1	CDK8	0.00010250239113670992
1	NCOA1	0.00010236740425101742
1	AJUBA	0.0001015393738784898
1	IQGAP1	0.00010056601078043533
1	GHR	0.0001002213179475173
1	BTG2	0.00010021281959458241
1	CSF2RB	0.00010000811427314757
1	PTP4A3	9.996601069722636e-05
1	F11R	9.992221898563745e-05
1	S1PR4	9.941428557059382e-05
1	CTDSP2	9.928573403824233e-05
1	CTDSPL	9.928573403824233e-05
1	ACVR2A	9.928573403824233e-05
1	CTDSP1	9.928573403824233e-05
1	ACVR2B	9.928573403824233e-05
1	PTK2	9.90172993947458e-05
1	STUB1	9.900865811649157e-05
1	CFC1	9.87961257538278e-05
1	INHBA	9.87961257538278e-05
1	DAB2	9.87961257538278e-05
1	INHBB	9.87961257538278e-05
1	ACVR1B	9.87961257538278e-05
1	ACVR1C	9.87961257538278e-05
1	GDF1	9.87961257538278e-05
1	NODAL	9.87961257538278e-05
1	CSF2RA	9.871769006816558e-05
1	DUSP1	9.86412500565363e-05
1	NR2C2	9.837847221987477e-05
1	MAP3K14	9.837070839327672e-05
1	IFNGR2	9.799572905546999e-05
1	DUSP5	9.799508048318923e-05
1	DUSP9	9.799508048318923e-05
1	PLD2	9.799508048318923e-05
1	MATK	9.799508048318923e-05
1	CLIP1	9.799508048318923e-05
1	BSG	9.799508048318923e-05
1	PTPN7	9.799508048318923e-05
1	SDC1	9.799508048318923e-05
1	RPS6KA3	9.771864540065985e-05
1	HIPK2	9.714440773340875e-05
1	RPS6KB1	9.698769595944658e-05
1	RIPK1	9.628621716429827e-05
1	BATF	9.619096453033201e-05
1	ILK	9.617046955491895e-05
1	REL	9.59139688310599e-05
1	POU2F2	9.569500779918045e-05
1	NANOG	9.51037241943588e-05
1	MAPK13	9.390140750540437e-05
1	NFIC	9.330392872024162e-05
1	RPS6KA6	9.320096850695332e-05
1	SDC2	9.273547694360885e-05
1	FLI1	9.261249984428764e-05
1	MYOG	9.143575535846615e-05
1	TCF3	9.143575535846615e-05
1	MYF6	9.143575535846615e-05
1	MYF5	9.143575535846615e-05
1	GNA11	9.133069802288859e-05
1	BIRC3	8.875574325151955e-05
1	IL3RA	8.778869457116153e-05
1	IL5RA	8.765045967191993e-05
1	IL3	8.696122424293833e-05
1	IL5	8.636022224971503e-05
1	BCR	8.597855345524621e-05
1	PTPN13	8.580074953904338e-05
1	FGFR1OP2	8.517535276920616e-05
1	CUX1	8.517535276920616e-05
1	ZMYM2	8.517535276920616e-05
1	RARG	8.431885198761029e-05
1	UBE2D2	8.396806461607709e-05
1	GPC1	8.345144447648337e-05
1	RARB	8.316121959187956e-05
1	ANGPT1	8.277744876980826e-05
1	BIRC2	8.188904195329945e-05
1	FN1	8.133662771705479e-05
1	EDN1	8.036394073551877e-05
1	RNF4	7.900704320257049e-05
1	BCL6	7.759018687825891e-05
1	NKD1	7.75433243118576e-05
1	GNA15	7.542117983408147e-05
1	GNA14	7.496317219478157e-05
1	MAPK10	7.428372454857104e-05
1	GSK3B	7.40602721057879e-05
1	ARNT	7.398025835329624e-05
1	GTF2B	7.375095383949635e-05
1	SREBF1	7.354278221545007e-05
1	E2F2	7.337510972814193e-05
1	E2F3	7.337510972814193e-05
1	PRKCD	7.303714083916127e-05
1	RPS6KA1	7.298983328509578e-05
1	YWHAZ	7.179638013000744e-05
1	MAP2K1	7.124349933566331e-05
1	HIF1A	7.094230657901941e-05
1	CCND1	7.087365466676032e-05
1	CCND2	7.051387973894651e-05
1	PDK2	7.01928669630886e-05
1	CCND3	7.009260739697838e-05
1	CDK6	7.009260739697838e-05
1	CDKN1B	7.006662949751118e-05
1	CDKN1A	7.006662949751118e-05
1	MAP3K11	6.890232517085438e-05
1	MAPK9	6.877420864843547e-05
1	TAF9	6.849227435452843e-05
1	PSMA6	6.811999736190829e-05
1	PSMA3	6.811999736190829e-05
1	PSMA5	6.811999736190829e-05
1	CHD2	6.726278486267405e-05
1	BCL11A	6.72151702938564e-05
1	PSMB2	6.717019694432665e-05
1	PSMB1	6.717019694432665e-05
1	PSMA1	6.717019694432665e-05
1	ADRM1	6.717019694432665e-05
1	SEM1	6.717019694432665e-05
1	PSMD11	6.717019694432665e-05
1	PSMA4	6.717019694432665e-05
1	PSMB5	6.717019694432665e-05
1	PSMD8	6.717019694432665e-05
1	PSMD12	6.717019694432665e-05
1	PSMD13	6.717019694432665e-05
1	PSMB3	6.717019694432665e-05
1	PSMB4	6.717019694432665e-05
1	PSMD7	6.717019694432665e-05
1	PSMD2	6.717019694432665e-05
1	PSMD1	6.717019694432665e-05
1	PSMB6	6.717019694432665e-05
1	PSMC5	6.717019694432665e-05
1	PSMC6	6.717019694432665e-05
1	PSMC1	6.717019694432665e-05
1	PSMA2	6.717019694432665e-05
1	PSMA7	6.717019694432665e-05
1	PSMB7	6.717019694432665e-05
1	PSMD3	6.717019694432665e-05
1	PSMC4	6.717019694432665e-05
1	PSMC3	6.717019694432665e-05
1	PSMC2	6.717019694432665e-05
1	PSMD14	6.717019694432665e-05
1	PSMD6	6.717019694432665e-05
1	NCOA3	6.618053351159325e-05
1	PRKAG1	6.54829845828412e-05
1	PRKAG2	6.508954193879515e-05
1	PRKAB2	6.508954193879515e-05
1	PRKAG3	6.508954193879515e-05
1	EDNRB	6.500416324933076e-05
1	NRG2	6.432617413008948e-05
1	NRG3	6.365037432086097e-05
1	PPP2CA	6.31655193801753e-05
1	ASCL1	6.28872602944361e-05
1	PRKAA2	6.267941187342484e-05
1	FAM20A	6.220350501633391e-05
1	PLCB1	6.215007889783463e-05
1	PLCB2	6.215007889783463e-05
1	PLCB3	6.215007889783463e-05
1	PPP1CA	6.212502357241214e-05
1	PRKAB1	6.191207419061307e-05
1	PIAS4	6.12764192006392e-05
1	PDGFRA	6.0488842237014365e-05
1	NFE2	5.9990723044842796e-05
1	PRKCZ	5.958300675119822e-05
1	BHLHE40	5.9420660441501445e-05
1	MAPK12	5.9352106507080916e-05
1	NPY4R2	5.8987276456442126e-05
1	CEBPD	5.817283930460123e-05
1	CCNE1	5.776157743951474e-05
1	PRKACB	5.772107128421428e-05
1	PRKACG	5.771705404841979e-05
1	PRKAA1	5.5181288279642344e-05
1	INPPL1	5.49055230751443e-05
1	MYT1	5.49055230751443e-05
1	INS	5.43095160802841e-05
1	INSR	5.43095160802841e-05
1	MAPKAPK2	5.366587353330333e-05
1	FURIN	5.263211886925842e-05
1	EPAS1	5.253116218345151e-05
1	PPARA	5.223840711047744e-05
1	PTPN6	5.185213035130189e-05
1	ZNF274	5.134674935489035e-05
1	SIRT6	5.038251316758662e-05
1	MTOR	4.953482464758036e-05
1	CD247	4.834298827898615e-05
1	B2M	4.742123581770184e-05
1	IRS1	4.734416669989311e-05
1	ULK1	4.637722944946219e-05
1	FGF2	4.6316291203279936e-05
1	RPS6KA5	4.575764031831571e-05
1	TGFBR2	4.557791249276185e-05
1	HLA-A	4.529138102739385e-05
1	ITCH	4.432739261145496e-05
1	PIK3R1	4.372374486593536e-05
1	IFNA6	4.357794621759538e-05
1	IFNA14	4.357794621759538e-05
1	IFNA10	4.357794621759538e-05
1	IFNA8	4.357794621759538e-05
1	IFNB1	4.357794621759538e-05
1	IFNA16	4.357794621759538e-05
1	IFNA1	4.357794621759538e-05
1	IFNA4	4.357794621759538e-05
1	IFNA2	4.357794621759538e-05
1	IFNA17	4.357794621759538e-05
1	IFNA5	4.357794621759538e-05
1	IFNA21	4.357794621759538e-05
1	IFNA7	4.357794621759538e-05
1	CD8A	4.350728492553554e-05
1	CD8B	4.350728492553554e-05
1	PDGFA	4.32340055521543e-05
1	XRCC4	4.323370183146005e-05
1	TRB	4.279122959151142e-05
1	TRAV3	4.279122959151142e-05
1	CD3G	4.264011931340748e-05
1	CD3E	4.232299350786784e-05
1	CD3D	4.232299350786784e-05
1	ITGB1	4.1888376933599204e-05
1	SMAD7	4.088867337190732e-05
1	PDGFD	4.077306800486366e-05
1	DNM2	4.0696471035293904e-05
1	CSNK2A1	4.053023180757853e-05
1	RPS6KA4	4.029307461945323e-05
1	TRADD	3.9843861993488217e-05
1	ZEB1	3.90543896939771e-05
1	SMC5	3.9041497572744476e-05
1	SMC6	3.9041497572744476e-05
1	NSMCE1	3.9041497572744476e-05
1	EID3	3.9041497572744476e-05
1	NSMCE2	3.9041497572744476e-05
1	NSMCE3	3.9041497572744476e-05
1	NSMCE4A	3.9041497572744476e-05
1	LRP1	3.876391144695612e-05
1	GRK5	3.872740999248425e-05
1	CSNK1D	3.853503587543798e-05
1	RB1CC1	3.8447984954797756e-05
1	ATG13	3.8447984954797756e-05
1	ATG101	3.8447984954797756e-05
1	SIRT1	3.833933910820061e-05
1	ATF3	3.825285512095155e-05
1	NEK6	3.8251151763535926e-05
1	NEK9	3.8251151763535926e-05
1	STK11	3.777047632137347e-05
1	CDC25A	3.772642604498103e-05
1	LIG1	3.7688773399929124e-05
1	LIG3	3.762643803810174e-05
1	XRCC1	3.762643803810174e-05
1	PRKCG	3.6837535058707965e-05
1	PRKCE	3.6715629866457104e-05
1	PLCG2	3.66406110498991e-05
1	MAP3K7	3.6090430355530646e-05
1	STAT4	3.579007863084654e-05
1	ESCO2	3.5721679121504264e-05
1	ESCO1	3.5721679121504264e-05
1	CTDP1	3.493864436282946e-05
1	MYB	3.491689334515181e-05
1	CAMK2G	3.415790479644406e-05
1	CSF1	3.386177793152474e-05
1	CBX3	3.346001264236932e-05
1	CAV1	3.241179030673234e-05
1	CAPN1	3.2403103961643115e-05
1	MAP4K4	3.203635297711362e-05
1	GRK3	3.1978938712490034e-05
1	IL12RB2	3.1820674449908435e-05
1	PPP2R1A	3.176455569821359e-05
1	GCK	3.1763645787007685e-05
1	PTPRC	3.1669551448502053e-05
1	TGFBR1	3.1464126091826015e-05
1	H3-3A	3.141286351871914e-05
1	H3C15	3.141286351871914e-05
1	H3C1	3.141286351871914e-05
1	GRIK3	3.120958950188685e-05
1	GTF2F1	3.097358520673187e-05
1	GRB2	3.0964616686668464e-05
1	CAMK2B	3.07567040051649e-05
1	SGK1	3.03172429806326e-05
1	H4C1	3.002472781560334e-05
1	ATRIP	2.9790372169253458e-05
1	CREM	2.932102063471091e-05
1	TNFRSF1A	2.91449456534805e-05
1	MLST8	2.8861568982364706e-05
1	CDK5	2.860022953562145e-05
1	PPP2R2B	2.8598454444451115e-05
1	HGS	2.8324806041810153e-05
1	F2RL2	2.7965033379914224e-05
1	CASP3	2.7855122106999523e-05
1	WT1	2.7822185596809303e-05
1	ETV4	2.7660267030450336e-05
1	HRAS	2.7171701931735685e-05
1	LMAN1	2.7116842029661372e-05
1	ARRB2	2.7081670837623973e-05
1	SMARCC2	2.7071404911312618e-05
1	SMARCA2	2.7071092131282908e-05
1	PIAS2	2.6859472828958063e-05
1	CAMKK2	2.668915317748934e-05
1	PIN1	2.6661073059612845e-05
1	IL12RB1	2.6331983495099494e-05
1	IL12B	2.6214875845477256e-05
1	CAB39	2.61620087254001e-05
1	STRADA	2.61620087254001e-05
1	STRADB	2.61620087254001e-05
1	PPP5C	2.6063735191898202e-05
1	CAB39L	2.5958259876848947e-05
1	FBXW11	2.587072156251052e-05
1	PLG	2.571462515094106e-05
1	MRE11	2.5658108706270213e-05
1	PRKCH	2.5632975697765774e-05
1	FER	2.562360943628891e-05
1	IL12A	2.552545363371869e-05
1	SMAD1	2.5459630179736723e-05
1	CDK5R1	2.541662133786094e-05
1	IRF4	2.540447807297491e-05
1	AFDN	2.5172935185675612e-05
1	ARR3	2.490732505351646e-05
1	AKAP1	2.4594575868318446e-05
1	NRAS	2.456618765312418e-05
1	XPO1	2.4500899454002516e-05
1	STRAP	2.4304725404909297e-05
1	UBE2N	2.3999973567732917e-05
1	GLI1	2.396663212610119e-05
1	GLI3	2.396209126109014e-05
1	ELL	2.3949864056000625e-05
1	ELK1	2.387593545085103e-05
1	SPRY2	2.387498068313572e-05
1	MAP2K5	2.360247749911981e-05
1	NECTIN3	2.3450159144151512e-05
1	SEC13	2.3026223392794283e-05
1	ASH2L	2.2935897645123932e-05
1	NOX4	2.2869668172763816e-05
1	CAMK2A	2.284304236948952e-05
1	WNT1	2.2786197780967993e-05
1	SMARCA5	2.2683439904821964e-05
1	LEF1	2.2325902855943766e-05
1	SMARCE1	2.2324667976879513e-05
1	ARID1A	2.2324667976879513e-05
1	SMARCD3	2.2324667976879513e-05
1	SMARCD2	2.2324667976879513e-05
1	SMARCD1	2.2324667976879513e-05
1	NOS2	2.226559591896298e-05
1	BMP2	2.2237595754751118e-05
1	BMPR1B	2.2063646232769542e-05
1	BMPR2	2.2063646232769542e-05
1	BMPR1A	2.2063646232769542e-05
1	IL23A	2.205700209752608e-05
1	XIAP	2.2042170679177514e-05
1	CAMK2D	2.1904782968446797e-05
1	BMP4	2.1894023611266426e-05
1	GLI2	2.187060378169627e-05
1	PYGO1	2.183033952611412e-05
1	BCL9	2.183033952611412e-05
1	EP400	2.183033952611412e-05
1	PYGO2	2.183033952611412e-05
1	ITGA1	2.177362878279944e-05
1	SMARCA1	2.174203149522148e-05
1	HELLS	2.174203149522148e-05
1	HLTF	2.174203149522148e-05
1	SRCAP	2.174203149522148e-05
1	SMARCAL1	2.174203149522148e-05
1	SP2	2.1625215205493847e-05
1	RGMB	2.1574037948354996e-05
1	RGMA	2.1574037948354996e-05
1	HJV	2.1574037948354996e-05
1	TYK2	2.155006259108749e-05
1	RAB33B	2.1293838215072724e-05
1	NBN	2.1147813180406268e-05
1	RAD50	2.1147813180406268e-05
1	LRP8	2.112185991515156e-05
1	EDNRA	2.1067946189180148e-05
1	PKN1	2.102589856835694e-05
1	PCSK6	2.0486887133717805e-05
1	CTNNB1	2.0461578004394922e-05
1	CHEK2	2.0382762639287075e-05
1	MPL	2.0312142790842804e-05
1	CASP8	2.0117855352638457e-05
1	AXIN1	1.9963381641012194e-05
1	PPM1F	1.9955285646996655e-05
