GENE	SCORE
3xCbxE-BGLAP(52-100)	0.04
4OHK63-ETF1	0.04
4SUMO2,3-BLM	0.06666666666666667
4xHC-INS(57-110)	0.02666666666666667
4xHC-INS(90-110)	0.25333333333333335
4xHC-TIMM10	0.02666666666666667
4xHC-TIMM9	0.02666666666666667
4xMeR-PIWIL1	0.06666666666666667
4xPalmC-CD36	0.10666666666666667
5Hyl-COL1A1	0.12
5Hyl-COL1A2	0.12
5Hyl-COL2A1(182-1241)	0.10666666666666667
5Hyl-COL3A1	0.10666666666666667
5Hyl-COL7A1	0.04
5OHK15,276-U2AF2	0.04
6xHC-INS(25-110)	0.04
6xMeR-PIWIL2	0.06666666666666667
7K-BACE1	0.02666666666666667
7K-BACE1(46-501)	0.02666666666666667
7SL	0.04
8xCbxE-3D-PROC(33-197)	0.04
8xCbxE-3D-PROC(43-197)	0.04
A4GNT	0.04
AAAS	0.24
AAC1	0.02666666666666667
AAMP	0.05333333333333334
AARS	0.02666666666666667
AARS2	0.02666666666666667
ABCA1	0.08
ABCA3	0.04
ABCB11	0.02666666666666667
ABCB4	0.02666666666666667
ABCC1	0.04
ABCC2	0.02666666666666667
ABCC3	0.04
ABCC8	0.02666666666666667
ABCD1	0.02666666666666667
ABCD4	0.02666666666666667
ABCE1	0.04
ABI1	0.08
ABI2	0.08
ABL1	0.10666666666666667
ABL2	0.06666666666666667
ACACA	0.02666666666666667
ACAD8	0.04
ACADSB(52-432)	0.04
ACADVL	0.04
ACAT1(35-427)	0.04
ACBD5	0.04
ACD	0.06666666666666667
ACE(30-1232)	0.02666666666666667
ACE(30-1306)	0.02666666666666667
ACE2(18-805)	0.02666666666666667
ACHE	0.04
ACO2	0.04
ACOT2	0.04
ACSL1	0.05333333333333334
ACSS3	0.05333333333333334
ACTB	0.21333333333333335
ACTG1	0.12
ACTL6A	0.21333333333333335
ACTR10	0.08
ACTR1A	0.09333333333333334
ACTR2	0.09333333333333334
ACTR3	0.09333333333333334
ACTR5	0.05333333333333334
ACTR8	0.05333333333333334
ACY1	0.02666666666666667
ADA	0.02666666666666667
ADAM10	0.13333333333333333
ADAM17	0.10666666666666667
ADAMTS1	0.04
ADAMTS10	0.04
ADAMTS12	0.04
ADAMTS13	0.05333333333333334
ADAMTS14	0.04
ADAMTS15	0.04
ADAMTS16	0.04
ADAMTS17	0.04
ADAMTS18	0.04
ADAMTS19	0.04
ADAMTS2	0.04
ADAMTS20	0.04
ADAMTS3	0.04
ADAMTS4	0.04
ADAMTS5	0.04
ADAMTS6	0.04
ADAMTS7	0.04
ADAMTS8	0.04
ADAMTS9	0.04
ADAMTSL1	0.04
ADAMTSL2	0.04
ADAMTSL3	0.04
ADAMTSL4	0.04
ADAMTSL5	0.04
ADCY1	0.08
ADCY2	0.08
ADCY3	0.08
ADCY4	0.08
ADCY5	0.08
ADCY6	0.08
ADCY7	0.08
ADCY8	0.08
ADCY9	0.08
ADH1A	0.06666666666666667
ADH1C	0.06666666666666667
ADH4	0.06666666666666667
ADIPOQ	0.08
ADORA2A	0.06666666666666667
ADORA2B	0.06666666666666667
ADRA2A	0.06666666666666667
ADRA2C	0.06666666666666667
ADRB2	0.08
ADRM1	0.4266666666666667
AFG3L2	0.02666666666666667
AFP	0.04
AGBL1	0.04
AGBL2	0.04
AGBL3	0.04
AGBL4	0.04
AGBL5	0.04
AGO2	0.3333333333333333
AGPAT2	0.06666666666666667
AGRN(30-2068)	0.04
AGT	0.04
AGT(25-31)	0.05333333333333334
AGT(25-32)	0.05333333333333334
AGT(25-33)	0.02666666666666667
AGT(25-34)	0.02666666666666667
AGT(26-32)	0.02666666666666667
AGT(27-32)	0.02666666666666667
AGTPBP1	0.04
AHCTF1	0.05333333333333334
AHCY	0.02666666666666667
AHCYL1	0.09333333333333334
AHSG	0.05333333333333334
AIMP1(1-312)	0.06666666666666667
AIMP2	0.06666666666666667
AJUBA	0.10666666666666667
AKAP5	0.04
AKR1C3	0.06666666666666667
AKT1	0.18666666666666668
AKT2	0.13333333333333333
AKT3	0.13333333333333333
ALAS1	0.04
ALB	0.08
ALDH18A1	0.02666666666666667
ALDH1A1	0.2
ALDH1B1	0.04
ALDH2	0.04
ALDOB	0.02666666666666667
ALG1	0.05333333333333334
ALG10	0.04
ALG10B	0.04
ALG11	0.05333333333333334
ALG12	0.05333333333333334
ALG13(1-165)	0.05333333333333334
ALG14	0.05333333333333334
ALG2	0.05333333333333334
ALG3	0.05333333333333334
ALG5	0.04
ALG6	0.05333333333333334
ALG8	0.05333333333333334
ALG9	0.05333333333333334
ALYREF	0.09333333333333334
AMBN	0.04
AMDHD2	0.04
AMELX	0.04
AMER1	0.12
AMFR	0.04
AMH	0.06666666666666667
AMN	0.02666666666666667
AMTN	0.04
ANAPC1	0.18666666666666668
ANAPC10	0.18666666666666668
ANAPC11	0.18666666666666668
ANAPC15	0.17333333333333334
ANAPC16	0.17333333333333334
ANAPC2	0.18666666666666668
ANAPC4	0.18666666666666668
ANAPC5	0.18666666666666668
ANAPC7	0.18666666666666668
ANG	0.05333333333333334
ANGPTL	0.04
ANGPTL4	0.08
ANK1	0.06666666666666667
ANK2	0.06666666666666667
ANK3	0.06666666666666667
ANKLE2	0.04
ANKRD28	0.05333333333333334
ANKRD9	0.04
ANKZF1	0.02666666666666667
ANO6	0.02666666666666667
ANO8	0.05333333333333334
ANPEP	0.09333333333333334
ANXA1	0.09333333333333334
ANXA2	0.06666666666666667
AP1B1	0.02666666666666667
AP1G1	0.02666666666666667
AP1M1	0.02666666666666667
AP1M2	0.02666666666666667
AP1S1	0.02666666666666667
AP1S2	0.02666666666666667
AP1S3	0.02666666666666667
AP2A1	0.09333333333333334
AP2A2(1-939)	0.09333333333333334
AP2B1	0.09333333333333334
AP2M1	0.09333333333333334
AP2S1	0.09333333333333334
AP3M1	0.02666666666666667
APAF1	0.13333333333333333
APCS(20-223)	0.02666666666666667
APEH	0.04
APH1A	0.14666666666666667
APH1B	0.14666666666666667
APITD1	0.06666666666666667
APLP2	0.04
APOA1	0.05333333333333334
APOA1(25-266)	0.05333333333333334
APOA2	0.05333333333333334
APOA4(21-94)	0.02666666666666667
APOA5	0.05333333333333334
APOB(28-4563)	0.06666666666666667
APOC2	0.06666666666666667
APOE	0.29333333333333333
APOE-4	0.02666666666666667
APOL1	0.04
APP	0.05333333333333334
APP(18-671)	0.02666666666666667
APP(18-687)	0.02666666666666667
APP(18-770)	0.02666666666666667
APP(672-711)	0.05333333333333334
APP(672-713)	0.08
APP(672-770)	0.02666666666666667
APP(688-770)	0.02666666666666667
APP(712-770)	0.02666666666666667
APP(714-770)	0.02666666666666667
APRT	0.04
AR	0.32
ARCN1	0.04
AREG	0.44
ARF1	0.08
ARF3	0.05333333333333334
ARF4	0.04
ARF5	0.04
ARFGAP1	0.06666666666666667
ARFGAP2	0.06666666666666667
ARFGAP3	0.06666666666666667
ARFGEF2	0.02666666666666667
ARG2	0.04
ARHGAP9	0.04
ARIH1	0.02666666666666667
ARL2	0.05333333333333334
ARNT	0.16
ARNT2	0.13333333333333333
ARPC1A	0.09333333333333334
ARPC1B	0.09333333333333334
ARPC2	0.09333333333333334
ARPC3	0.09333333333333334
ARPC4	0.09333333333333334
ARPC5	0.09333333333333334
ARRB1	0.10666666666666667
ARRB2	0.10666666666666667
ARSA(19-444)	0.06666666666666667
ARSA(448-507)	0.06666666666666667
ARSB	0.08
ARSD	0.05333333333333334
ARSE	0.05333333333333334
ARSF	0.05333333333333334
ARSG	0.05333333333333334
ARSH	0.05333333333333334
ARSI	0.05333333333333334
ARSJ	0.05333333333333334
ARSK	0.05333333333333334
ASAH1(143-395)	0.05333333333333334
ASAH1(22-142)	0.05333333333333334
ASB1	0.05333333333333334
ASB10	0.05333333333333334
ASB11	0.05333333333333334
ASB12	0.05333333333333334
ASB13	0.05333333333333334
ASB14	0.05333333333333334
ASB15	0.05333333333333334
ASB16	0.05333333333333334
ASB17	0.05333333333333334
ASB18	0.05333333333333334
ASB2	0.05333333333333334
ASB3	0.05333333333333334
ASB4	0.05333333333333334
ASB5	0.05333333333333334
ASB6	0.05333333333333334
ASB7	0.05333333333333334
ASB8	0.05333333333333334
ASB9	0.05333333333333334
ASCC2	0.02666666666666667
ASCC3	0.02666666666666667
ASH2L	0.21333333333333335
ASNS	0.04
ASPH	0.04
ASXL1	0.05333333333333334
ASXL2	0.05333333333333334
ASZ1	0.06666666666666667
ATF1	0.05333333333333334
ATF3	0.04
ATF6	0.04
ATG14	0.02666666666666667
ATM	0.2
ATOX1	0.04
ATP5F1A	0.04
ATP5F1B	0.04
ATP5F1C	0.04
ATP5MG	0.04
ATP5PD	0.04
ATP5PF	0.04
ATP5PO	0.04
ATP6AP2	0.06666666666666667
ATP6V0A1	0.08
ATP6V0A2	0.05333333333333334
ATP6V0A4	0.05333333333333334
ATP6V0B	0.10666666666666667
ATP6V0C	0.10666666666666667
ATP6V0D1	0.10666666666666667
ATP6V0D2	0.08
ATP6V0E1	0.10666666666666667
ATP6V0E2	0.10666666666666667
ATP6V1A	0.10666666666666667
ATP6V1B1	0.08
ATP6V1B2	0.10666666666666667
ATP6V1C1	0.10666666666666667
ATP6V1C2	0.08
ATP6V1D	0.10666666666666667
ATP6V1E1	0.10666666666666667
ATP6V1E2	0.08
ATP6V1F	0.10666666666666667
ATP6V1G1	0.10666666666666667
ATP6V1G2	0.08
ATP6V1G3	0.08
ATP6V1H	0.12
ATP7A	0.04
ATR	0.2
ATRIP	0.14666666666666667
ATRX	0.02666666666666667
ATXN3	0.17333333333333334
ATXN3L	0.05333333333333334
ATXN7	0.05333333333333334
AURKA	0.2
AURKAIP1	0.02666666666666667
AURKB	0.24
AcM-UBE2F	0.04
AcM-UBE2M	0.06666666666666667
Activated	0.05333333333333334
Active	0.04
ArgN-GCG(100-127)	0.02666666666666667
ArgN-GCG(98-127)	0.06666666666666667
Autophosphorylated	0.16
B2M(21-119)	0.05333333333333334
B3GALNT2	0.04
B3GALT6	0.02666666666666667
B3GAT3	0.02666666666666667
B3GLTC	0.04
B3GNT2	0.05333333333333334
B3GNT3	0.06666666666666667
B3GNT4	0.05333333333333334
B3GNT5	0.05333333333333334
B3GNT6	0.04
B3GNT7	0.05333333333333334
B3GNT8	0.04
B3GNT9	0.04
B3GNTL1	0.04
B4GALNT2	0.05333333333333334
B4GALT1	0.12
B4GALT2	0.05333333333333334
B4GALT3	0.05333333333333334
B4GALT4	0.05333333333333334
B4GALT5	0.05333333333333334
B4GALT6	0.05333333333333334
B4GALT7	0.02666666666666667
B4GAT1	0.06666666666666667
B9D2	0.05333333333333334
BABAM1	0.06666666666666667
BACE1	0.02666666666666667
BACE1(22-45)	0.02666666666666667
BACE1(46-501)	0.02666666666666667
BAIAP2	0.08
BANF1	0.02666666666666667
BAP1	0.05333333333333334
BARD1	0.06666666666666667
BCAP31	0.05333333333333334
BCDIN3D	0.05333333333333334
BCHE	0.04
BCKDHA	0.02666666666666667
BCKDHB	0.02666666666666667
BCL10	0.05333333333333334
BCL2	0.17333333333333334
BCL2L1	0.09333333333333334
BCL2L11	0.17333333333333334
BCL6	0.13333333333333333
BDH1	0.04
BECN1	0.08
BET1	0.04
BET1L	0.04
BGLAP(24-100)	0.18666666666666668
BGLAP(24-51)	0.04
BIRC2	0.09333333333333334
BIRC3	0.09333333333333334
BIRC5	0.28
BLM	0.25333333333333335
BLVRA	0.04
BLVRB	0.04
BMI1	0.28
BMP15	0.04
BMP4	0.08
BPIFB2	0.05333333333333334
BRCA1	0.32
BRCA2	0.06666666666666667
BRCC3	0.06666666666666667
BRD4	0.02666666666666667
BRE	0.06666666666666667
BRK1	0.08
BST2	0.02666666666666667
BTBD1	0.05333333333333334
BTBD6	0.05333333333333334
BTD	0.02666666666666667
BTK	0.06666666666666667
BTRC	0.13333333333333333
BUB1	0.05333333333333334
BUB1B	0.05333333333333334
BUB3	0.05333333333333334
Btn-MCCC1	0.02666666666666667
C	0.04
C111-AcM-UBE2M-G76-NEDD8	0.06666666666666667
C116-AcM-UBE2F-G76-NEDD8	0.04
C1GALT1	0.05333333333333334
C1GALT1C1	0.05333333333333334
C237-UBA3-G76-NEDD8	0.04
C3	0.05333333333333334
C3AR1	0.05333333333333334
C3a	0.05333333333333334
C3a-desArg	0.04
C4A	0.05333333333333334
C5AR1	0.04
C5AR2	0.04
C5a	0.04
C5a-desArg	0.04
CA2	0.06666666666666667
CA9	0.04
CAB39	0.04
CACNA1C	0.04
CACNA1D	0.04
CACNB2	0.05333333333333334
CACNB3	0.05333333333333334
CALB1	0.02666666666666667
CALCA(85-116)	0.05333333333333334
CALM1	0.36
CALM2	0.02666666666666667
CALM3	0.02666666666666667
CALML5	0.09333333333333334
CALR	0.09333333333333334
CALU	0.04
CAMKMT	0.04
CAND1	0.05333333333333334
CANX	0.06666666666666667
CAP1	0.04
CAPN1	0.05333333333333334
CAPZA1	0.08
CAPZA2	0.08
CAPZA3	0.08
CAPZB	0.10666666666666667
CARM1	0.28
CARS	0.02666666666666667
CARS2(1-?)	0.02666666666666667
CASC3	0.12
CASC5	0.05333333333333334
CASP1(1-119)	0.02666666666666667
CASP1(1-404)	0.14666666666666667
CASP1(120-297)	0.02666666666666667
CASP1(298-316)	0.02666666666666667
CASP1(317-404)	0.02666666666666667
CASP10(1-521)	0.16
CASP2(2-452)	0.16
CASP3(176-277)	0.04
CASP3(29-175)	0.04
CASP4(?-377)	0.02666666666666667
CASP8(1-479)	0.05333333333333334
CASP8(217-374)	0.05333333333333334
CASP8(385-479)	0.05333333333333334
CASP8AP2	0.06666666666666667
CASP9(1-416)	0.10666666666666667
CAT	0.17333333333333334
CAV1	0.25333333333333335
CBL	0.08
CBLIF	0.02666666666666667
CBX2	0.28
CBX4	0.28
CBX5	0.18666666666666668
CBX8	0.28
CCDC22	0.04
CCDC59	0.02666666666666667
CCDC8	0.04
CCL11	0.04
CCL17	0.04
CCL19	0.04
CCL2	0.06666666666666667
CCL20(27-96)	0.04
CCL22(25-93)	0.04
CCL3	0.04
CCL3L1(26-93)	0.04
CCL4(24-92)	0.04
CCL5(24-91)	0.04
CCNA1	0.21333333333333335
CCNA2	0.21333333333333335
CCNB1	0.21333333333333335
CCNC	0.21333333333333335
CCND1	0.3333333333333333
CCND2	0.16
CCND3	0.21333333333333335
CCNE1	0.2
CCNE2	0.17333333333333334
CCNF	0.05333333333333334
CCNH	0.17333333333333334
CCP110	0.09333333333333334
CCR1	0.04
CCR2	0.04
CCR5	0.05333333333333334
CCR6	0.04
CCT2	0.06666666666666667
CCT3	0.02666666666666667
CCT4	0.02666666666666667
CCT5	0.02666666666666667
CCT6A	0.05333333333333334
CCT6B	0.02666666666666667
CCT7	0.05333333333333334
CCT8	0.04
CD14(20-345)	0.02666666666666667
CD209	0.02666666666666667
CD247-1	0.02666666666666667
CD274	0.05333333333333334
CD28	0.02666666666666667
CD320	0.02666666666666667
CD36	0.09333333333333334
CD3G	0.02666666666666667
CD4	0.02666666666666667
CD44	0.17333333333333334
CD55	0.04
CD74	0.06666666666666667
CD80	0.14666666666666667
CD86	0.14666666666666667
CD8B	0.02666666666666667
CD9	0.02666666666666667
CD97	0.04
CDC14A	0.04
CDC16	0.18666666666666668
CDC20	0.12
CDC23	0.18666666666666668
CDC25A	0.08
CDC25B	0.05333333333333334
CDC25C	0.18666666666666668
CDC26	0.18666666666666668
CDC27	0.18666666666666668
CDC34	0.05333333333333334
CDC40	0.09333333333333334
CDC42	0.10666666666666667
CDC7	0.13333333333333333
CDC73	0.14666666666666667
CDCA8	0.12
CDH1(155-882)	0.17333333333333334
CDH2	0.06666666666666667
CDK1	0.21333333333333335
CDK13	0.13333333333333333
CDK19	0.05333333333333334
CDK2	0.25333333333333335
CDK4	0.30666666666666664
CDK6	0.18666666666666668
CDK7	0.17333333333333334
CDK8	0.21333333333333335
CDKN1A	0.38666666666666666
CDKN1B	0.3466666666666667
CDKN1C	0.02666666666666667
CDKN2B	0.18666666666666668
CDKN2C	0.04
CDKN2D	0.04
CDX2	0.05333333333333334
CEACAM1	0.04
CEBPD	0.05333333333333334
CECR1	0.04
CENPA	0.05333333333333334
CENPC1	0.05333333333333334
CENPE	0.06666666666666667
CENPF	0.05333333333333334
CENPH	0.05333333333333334
CENPI	0.05333333333333334
CENPJ	0.13333333333333333
CENPK	0.05333333333333334
CENPL	0.05333333333333334
CENPM	0.05333333333333334
CENPN	0.05333333333333334
CENPO	0.05333333333333334
CENPP	0.05333333333333334
CENPQ	0.05333333333333334
CENPT	0.05333333333333334
CES1	0.04
CETN2	0.08
CFL1	0.08
CFP	0.05333333333333334
CFTR	0.16
CGA	0.25333333333333335
CGB3	0.2
CHAC1	0.04
CHCHD1	0.02666666666666667
CHD3	0.28
CHD9	0.06666666666666667
CHEK1	0.17333333333333334
CHGB	0.04
CHM	0.16
CHML	0.04
CHMP2A	0.02666666666666667
CHMP2B	0.02666666666666667
CHMP3	0.02666666666666667
CHMP4A	0.02666666666666667
CHMP4B	0.02666666666666667
CHMP4C	0.02666666666666667
CHMP6	0.02666666666666667
CHMP7	0.02666666666666667
CHRDL1	0.06666666666666667
CHRM3	0.04
CHST10	0.04
CHST14	0.02666666666666667
CHST3	0.02666666666666667
CHST4	0.04
CHST6	0.02666666666666667
CHST8	0.04
CHSY1	0.02666666666666667
CHTOP	0.09333333333333334
CHUK	0.12
CIDEA	0.04
CIDEC	0.05333333333333334
CISH	0.05333333333333334
CIT	0.04
CIT-3	0.04
CKAP4	0.08
CKAP5	0.05333333333333334
CKB	0.04
CLASP1	0.08
CLASP2	0.08
CLIP1	0.05333333333333334
CLP1	0.09333333333333334
CLPP	0.02666666666666667
CLPS	0.06666666666666667
CLPX	0.02666666666666667
CLSPN	0.06666666666666667
CLTA	0.09333333333333334
CLTC	0.09333333333333334
CMA1	0.06666666666666667
CMAS	0.04
CNIH1	0.04
CNIH2	0.04
CNIH3	0.04
CNOT1	0.16
CNOT10	0.16
CNOT11	0.16
CNOT2	0.16
CNOT3	0.16
CNOT4	0.16
CNOT6	0.16
CNOT6L	0.21333333333333335
CNOT7	0.16
CNOT8	0.16
COG1	0.04
COG2	0.04
COG3	0.04
COG4	0.04
COG5	0.04
COG6	0.04
COG7	0.04
COG8	0.04
COL1A1	0.26666666666666666
COL1A2	0.24
COL2A1(182-1241)	0.10666666666666667
COL3A1	0.10666666666666667
COL7A1	0.04
COMMD1	0.04
COMMD10	0.04
COMMD2	0.04
COMMD3	0.05333333333333334
COMMD4	0.04
COMMD5	0.04
COMMD6	0.04
COMMD7	0.04
COMMD8	0.04
COMMD9	0.05333333333333334
COMT	0.02666666666666667
COPA	0.04
COPB1	0.05333333333333334
COPB2	0.04
COPE	0.04
COPG1	0.04
COPG2	0.04
COPS2	0.06666666666666667
COPS3	0.04
COPS4	0.06666666666666667
COPS5	0.04
COPS6	0.04
COPS7A	0.04
COPS7B	0.04
COPS8	0.04
COPZ1	0.04
COPZ2	0.04
COX4I1	0.18666666666666668
COX4I2	0.16
COX5A	0.18666666666666668
COX5B	0.18666666666666668
COX6A1	0.16
COX6A2	0.16
COX6B1	0.16
COX6B2	0.16
COX6C(1-75)	0.16
COX7A1	0.18666666666666668
COX7A2	0.16
COX7A2L	0.16
COX7B	0.16
COX7C	0.16
COX8A	0.16
COX8C	0.16
CP	0.05333333333333334
CPA3	0.02666666666666667
CPB1	0.08
CPB2	0.04
CPE	0.02666666666666667
CPSF1	0.09333333333333334
CPSF2	0.09333333333333334
CPSF3	0.09333333333333334
CPSF4	0.10666666666666667
CPSF6-1	0.09333333333333334
CPSF6-2	0.09333333333333334
CPSF7	0.12
CR1	0.14666666666666667
CRCP	0.05333333333333334
CREB1	0.3333333333333333
CREBBP	0.4266666666666667
CRHR2	0.05333333333333334
CRK	0.06666666666666667
CRKL	0.05333333333333334
CRPPA	0.04
CS	0.04
CSF1	0.08
CSF1R	0.13333333333333333
CSF2	0.17333333333333334
CSF2RA	0.08
CSF2RB	0.05333333333333334
CSF3R	0.04
CSK	0.08
CSNK1A1	0.06666666666666667
CSNK1D	0.08
CSNK1E	0.06666666666666667
CSNK1G2	0.04
CSNK2A1	0.32
CSNK2A2	0.32
CSNK2B	0.32
CSPG4	0.09333333333333334
CST3	0.05333333333333334
CSTF1	0.09333333333333334
CSTF2	0.09333333333333334
CSTF2T	0.09333333333333334
CSTF3	0.09333333333333334
CTBP1	0.12
CTLA4	0.14666666666666667
CTNNA1	0.08
CTNNB1	0.28
CTR9	0.12
CTSA(29-326)	0.08
CTSA(327-480)	0.08
CTSD(65-412)	0.04
CTSG	0.05333333333333334
CTSH(116-292)	0.02666666666666667
CTSH(293-335)	0.02666666666666667
CTSH(98-105)	0.02666666666666667
CTSK	0.14666666666666667
CTSL(114-288)	0.02666666666666667
CTSL(292-333)	0.02666666666666667
CTSL1(114-288)	0.16
CTSL2	0.14666666666666667
CTSZ	0.04
CTTN	0.04
CUBN	0.02666666666666667
CUL1	0.32
CUL2	0.10666666666666667
CUL3	0.08
CUL4A	0.04
CUL4B	0.04
CUL5	0.10666666666666667
CUL7	0.08
CUL9	0.04
CXCL1(35-107)	0.04
CXCL10(22-98)	0.04
CXCL2(35-107)	0.04
CXCR1	0.04
CXCR2	0.04
CXCR4	0.10666666666666667
CYBA	0.10666666666666667
CYBB	0.09333333333333334
CYFIP1	0.08
CYFIP2	0.08
CYLD	0.09333333333333334
CYP11A1	0.02666666666666667
CYP11B1	0.02666666666666667
CYP11B2	0.02666666666666667
CYP17A1	0.02666666666666667
CYP19A1	0.02666666666666667
CYP1B1	0.02666666666666667
CYP21A2	0.02666666666666667
CYP24A1	0.02666666666666667
CYP26A1	0.06666666666666667
CYP26B1	0.08
CYP26C1	0.08
CYP27A1	0.02666666666666667
CYP2R1	0.02666666666666667
CYP2U1	0.02666666666666667
CYP4F22	0.02666666666666667
CYP51A1	0.04
CYP7B1	0.02666666666666667
CYR61	0.04
Core	0.04
Cytochrome	0.16
D2,4(S)2-BCAN	0.02666666666666667
D2,4(S)2-BGN	0.02666666666666667
D2,4(S)2-CSPG4	0.02666666666666667
D2,4(S)2-CSPG5	0.02666666666666667
D2,4(S)2-DCN	0.02666666666666667
D2,4(S)2-NCAN	0.02666666666666667
D2,4(S)2-VCAN	0.02666666666666667
DAAM1	0.04
DAD1	0.06666666666666667
DAG1(30-653)	0.08
DAP3	0.02666666666666667
DARS	0.06666666666666667
DARS2	0.02666666666666667
DAXX	0.21333333333333335
DBT	0.06666666666666667
DCAF10	0.04
DCAF11	0.04
DCAF13	0.06666666666666667
DCAF16	0.04
DCAF17	0.04
DCAF4	0.04
DCAF5	0.04
DCAF6	0.04
DCAF7	0.04
DCAF8	0.04
DCP2	0.04
DCT	0.04
DCTN1	0.08
DCTN2	0.09333333333333334
DCTN3	0.09333333333333334
DCTN4	0.08
DCTN5	0.08
DCTN6	0.08
DCUN1D1	0.04
DCUN1D2	0.04
DCUN1D3	0.04
DCUN1D4	0.04
DCUN1D5	0.04
DCXR	0.02666666666666667
DDA1	0.04
DDB1	0.04
DDB2	0.17333333333333334
DDOST	0.06666666666666667
DDX17	0.06666666666666667
DDX20	0.02666666666666667
DDX21	0.06666666666666667
DDX39A	0.09333333333333334
DDX39B	0.12
DDX4	0.09333333333333334
DDX5	0.18666666666666668
DDX58	0.08
DEFA5(20-94)	0.05333333333333334
DERL1	0.06666666666666667
DERL2	0.10666666666666667
DERL3	0.02666666666666667
DGAT2	0.05333333333333334
DGCR8	0.13333333333333333
